ORGANIZATION_NAME,LOCATION_NAME,ADDRESS_1,ADDRESS_2,PHONE,EXT,CASE_MANAGEMENT,CRISIS_INTERVENTION,LEGAL_SERVICES,SAFETY_PLANNING,IMMIGRATION_SERVICES,EMERGENCY_OR_TRANSITIONAL_SHELTER,PERMANENT_HOUSING,HEALTH_CARE,MENTAL_HEALTH_COUNSELING,DRUG_ADDICTION_SCREENING_AND_TREATMENT,LANGUAGE_INTERPRETATION,PUBLIC_BENEFITS,JOB_TRAINING_AND_ECONOMIC_EMPOWERMENT,RESTORATIVE_JUSTICE,OTHER_SERVICE,INTIMATE_PARTNER_VIOLENCE,FAMILY_VIOLENCE,SEXUAL_ASSAULT,VIOLENT_CRIME,PROPERTY/FINANCIAL_CRIMES,AGE_0-5,AGE_5-24,AGE_25-60,AGE_60+,ELIGIBILITY_CRITERIA,MAIN_HOURS_OF_OPERATION,WEEKEND_HOURS_OF_OPERATION,SPANISH,ARABIC,BENGALI,CHINESE,FRENCH,HAITIAN-CREOLE,ITALIAN,KOREAN,POLISH,RUSSIAN,URDU,YIDDISH,OTHER_LANGUAGE,WHEELCHAIR_ACCESS,REFERRAL_REQUIRED,CULTURAL_COMPETENCIES_SPECIALIZATIONS,BOROUGH,X,Y,WEBSITE
The Center for Anti-Violence Education,,"327 7th Street, 2nd Floor","Brooklyn, NY 11215",718-788-1775,,,,,1,,,,,,,,,,,Trauma-Informed Self-Defense Classes (Registration Available Through http://caeny.org/),1,,1,,,1,1,1,1,Serves domestic violence victims,Monday - Friday: 10 am - 6 pm,Call to inquire about weekend hours of operation ,1,,,,,,,,,,,,,,,LGBTQ Youth,Brooklyn,988285,183592,http://caeny.org/
"The Child Center of NY, Inc.",Woodside Clinic,67-14 41st Avenue,"Woodside, NY 11377",718-458-4243,,,1,,,,,,,1,1,1,1,,1,,1,1,,,,1,1,1,1,,Monday - Friday: 9 am - 9 pm,,1,,1,,,,,,,,,,Sign Language,1,Walk-in welcome,Multi-lingual staff,Queens,1012733,210459,http://childcenterny.org/
"The Child Center of NY, Inc.",South Jamaica Clinic,115-15 Sutphin Boulevard  ,"Jamaica, NY 11434",718-659-4000,,1,1,,,,,,,1,1,1,1,,1,,1,1,,,,1,1,1,1,,Monday - Friday: 9 am - 9 pm,,1,,1,,,1,,,,,,,Hindi/ Dari,1,Walk-in welcome,Multi-lingual staff,Queens,1041848,188721,http://childcenterny.org/
"The Child Center of NY, Inc.",Flushing Clinic,140-15B Sanford Avenue,"Flushing, NY 11355",718-358-8288,,1,1,,,,,,,1,1,1,1,,1,,1,1,,,,1,1,1,1,,Monday - Friday: 9 am - 9 pm,,1,,1,1,,,,1,,,,,Punjabi/Farsi/Hindi,1,Walk-in welcome,Multi-lingual staff,Queens,1032213,215401,http://childcenterny.org/
"The Child Center of NY, Inc.",Stuart Building - Clinic,"163-18 Jamaica Avenue, 4th Floor","Jamaica, NY 11432",718-228-0720,,1,1,,,,,,,1,1,1,1,,1,,1,1,,,,1,1,1,1,,Monday - Friday: 9 am - 9 pm,,1,,1,,,1,,,,,,,,1,Walk-in welcome,Multi-lingual staff,Queens,1040786,196012,http://childcenterny.org/
"The Child Center of NY, Inc.",Elmhurst Clinic,81-14 Queens Boulevard  ,"Elmhurst, NY 11373",718-899-9810,,1,1,,,,,,,1,1,1,,,1,,1,1,,,,1,1,1,1,,Monday - Friday: 9 am - 9 pm,,1,,1,1,,,,1,,,,,Punjabi/Hindi,1,Walk-in welcome,Multi-lingual staff,Queens,1017002,207870,http://childcenterny.org/
"The Child Center of NY, Inc.",Woodside Early Learn,60-02 Roosevelt Avenue,"Woodside, NY 11377",718-943-2800,,,,,,,,,,1,,1,1,,,,1,1,,,,1,1,,,,Monday - Friday: 8 am - 5 pm,,1,,1,,,,,,,,,,,1,Walk-in welcome,Multi-lingual staff,Queens,1010789,210819,http://childcenterny.org/
"The Child Center of NY, Inc.",Early Head Start,140-15B Sanford Avenue,"Flushing, NY 11355",718-358-8288,,,,,,,,,,1,,1,1,,,,1,1,,,,1,1,,,,Monday - Friday: 8 am - 5 pm,,1,,1,,,,,,,,,,,1,Walk-in welcome,Multi-lingual staff,Queens,1032213,215401,http://childcenterny.org/
"The Child Center of NY, Inc.",Corona Early Learn,34-10 108th Street,"Corona, NY 11368",347-287-0175,,,,,,,,,,1,,1,1,,,,1,1,,,,1,1,,,,Monday - Friday: 8 am - 5 pm,,1,,1,,,,,,,,,,,1,Walk-in welcome,Multi-lingual staff,Queens,1022783,214671,http://childcenterny.org/
"The Child Center of NY, Inc.",Escalera Early Learn,169 West 87th Street,"New York, NY 10024",212-799-2440,,,,,,,,,,1,,1,1,,,,,,,,,1,1,,,,Monday - Friday: 8 am - 5 pm,,1,,1,,,,,,,,,,,1,Walk-in welcome,Multi-lingual staff,Queens,991581,226435,http://childcenterny.org/
"The Child Center of NY, Inc.",Stuart Building - Single Stop,"163-18 Jamaica Avenue, 4th Floor","Jamaica, NY 11432",718-228-0720,,,,,,,,,,1,,1,1,,,,,,,,,1,1,1,1,,Monday - Friday: 9 am - 9 pm,,1,,,,,,,,,,,,,1,Walk-in welcome,Multi-lingual staff,Queens,1040786,196012,http://childcenterny.org/
"The Child Center of NY, Inc.",Flushing High School,35-01 Union Street,"Flushing, NY 11355",718-888-7500 ,2700,,1,,,,,,,1,1,1,,,,,,,,,,,1,,,,Call to inquire about hours of operation,,,,,,,,,,,,,,,1,,Multi-lingual staff,Queens,1032220,217987,http://childcenterny.org/
"The Child Center of NY, Inc.",Richmond Hill HS,89-30 114th Street,"Richmond Hill, NY 11418",718-846-3335 ,3411,,1,,,,,,,1,1,1,,,,,,,,,,,1,,,,Call to inquire about hours of operation,,,,,,,,,,,,,,,1,,Multi-lingual staff,Queens,1030332,192591,http://childcenterny.org/
"The Child Center of NY, Inc.",Long Island City HS,1430 Broadway,"Long Island City, NY 11106",718-545-7095,,,1,,,,,,,1,1,1,,,,,,,,,,,1,,,,Call to inquire about hours of operation,,,,,,,,,,,,,,,1,,Multi-lingual staff,Queens,1002542,218334,http://childcenterny.org/
"The Child Center of NY, Inc.",I.S. 8Q,108-35 167th Street,"Jamaica, NY 11433",718-739-6883 ,163,,1,,,,,,,1,1,1,,,,,,,,,,,1,,,,Call to inquire about hours of operation,,,,,,,,,,,,,,,1,,Multi-lingual staff,Queens,1043474,193258,http://childcenterny.org/
"The Child Center of NY, Inc.","Stuart Building - NDA Program, and JobNet","163-18 Jamaica Avenue, 4th Floor","Jamaica, NY 11432",718-228-0720,,,,,,,,,,1,,1,,1,,GED Program,,,,,,,1,,,,Monday - Friday: 9 am - 9 pm,,,,,,,,,,,,,,,1,,Multi-lingual staff,Queens,1040786,196012,http://childcenterny.org/
"The Child Center of NY, Inc.",August Martin HS,156-10 Baisley Boulevard   ,"Jamaica, NY 11434",718-528-2920 ,1472,,1,,,,,,,1,,1,,,,,,,,,,,1,,,,Call to inquire about hours of operation,,,,,,,,,,,,,,,1,,Multi-lingual staff,Queens,1044511,184932,http://childcenterny.org/
"The Child Center of NY, Inc.",Beach 41 Cornerstone,426 Beach 40th Street,"Far Rockaway, NY ",347-246-9759,,,1,,,,,,,1,,1,,,,,,,,,,1,1,1,1,,Monday - Friday: 9 am - 9 pm,,,,,,,,,,,,,,,1,,Multi-lingual staff,Queens,1047604,156978,http://childcenterny.org/
"The Child Center of NY, Inc.",Health Homes/Case Management,"118-35 Queens Boulevard, 6th Floor","Forest Hills, NY 11375",718-651-7770,,1,1,,,,,,,1,,,1,,,,1,1,,,,1,1,1,1,,Monday - Friday: 9 am - 6 pm,,1,,,,,,,,,,,,,1,Walk-in welcome,Multi-lingual staff,Queens,1031204,199909,http://childcenterny.org/
"The Child Center of NY, Inc.",Waiver Program/ HBCI/Stepdown,"118-35 Queens Boulevard, 6th Floor","Forest Hills, NY 11375",718-651-7770,,1,1,,,,,,,1,,,,,,,1,1,,,,1,1,1,1,,Monday - Friday: 9 am - 6 pm,,1,,,,,,,,,,,,,1,Walk-in welcome,Multi-lingual staff,Queens,1031204,199909,http://childcenterny.org/
"The Child Center of NY, Inc.",Jamaica Family Center Preventive,"118-35 Queens Boulevard, 6th Floor","Forest Hills, NY 11375",718-651-7770,,1,1,,,,,,,1,,,,,,,1,1,,,,1,1,1,1,,Monday - Friday: 9 am - 6 pm,,1,,,,,,,,,,,,,1,Walk-in welcome,Multi-lingual staff,Queens,1031204,199909,http://childcenterny.org/
"The Child Center of NY, Inc.",Basie Beacon Preventive,"133-25 Guy R. Brewer Boulevard, Rm 209.1 ","Jamaica, NY 11434",718-276-7728,,1,1,,,,,,,1,,,,,,,1,1,,,,1,1,1,1,,Call to inquire about hours of operation,,1,,,1,,,,,,,,,,1,Walk-in welcome,Multi-lingual staff,Queens,1046498,185275,http://childcenterny.org/
"The Child Center of NY, Inc.",Elmhurst Family Center Preventive,"118-35 Queens Boulevard, 6th Floor","Forest Hills, NY 11375",718-651-7770,,1,1,,,,,,,1,,,,,,,1,1,,,,1,1,1,1,,Monday - Friday: 9 am - 6 pm,,1,,,,,,,,,,,,,1,Walk-in welcome,Multi-lingual staff,Queens,1031204,199909,http://childcenterny.org/
"The Child Center of NY, Inc.","The Macari Family Center, Trude Weishaupt",140-15B Sanford Avenue,"Flushing, NY 11355",718-539-2500,,1,1,,,,,,,1,,,,,,,1,1,,,,1,1,1,1,,Call to inquire about hours of operation,,1,,,1,,,,,,,,,,1,Walk-in welcome,Multi-lingual staff,Queens,1032213,215401,http://childcenterny.org/
"The Child Center of NY, Inc.",Holding Adolescents in Loving Arms (HALE I),"118-35 Queens Boulevard, 6th Floor","Forest Hills, NY 11375",718-651-7770,,,,,,,,,,1,,,,,,,,,,,,,,,,,Call to inquire about hours of operation,,,,,,,,,,,,,,,1,Walk-in welcome,Multi-lingual staff,Queens,1031204,199909,http://childcenterny.org/
"The Child Center of NY, Inc.",Holding Adolescents in Loving Arms (HALE III),"163-18 Jamaica Avenue, 4th Floor","Jamaica, NY 11432",718-228-216,,,,,,,,,,1,,,,,,,,,,,,,,,,,Call to inquire about hours of operation,,,,,,,,,,,,,,,1,Walk-in welcome,Multi-lingual staff,Queens,1040786,196012,http://childcenterny.org/
"The Child Center of NY, Inc.",Holding Adolescents in Loving Arms (HALE IV),"118-35 Queens Boulevard, 6th Floor","Forest Hills, NY 11375",718-651-7770,,,,,,,,,,1,,,,,,,,,,,,,,,,,Call to inquire about hours of operation,,,,,,,,,,,,,,,1,Walk-in welcome,Multi-lingual staff,Queens,1031204,199909,http://childcenterny.org/
Urban Justice Center,Brooklyn Family Justice Center,"350 Jay Street, 15th Floor","Brooklyn, NY 11201",718-875-5062,,1,1,1,1,1,,,,,,1,1,1,,,1,,1,,,,1,1,1,Any survivor of Intimate Partner Violence irrespective of any status,Monday - Friday: 9 am - 5 pm,,1,1,,,1,,,,,1,,,"German, Farsi<br>
The Domestic Violence Project Has Access to Language Line and Therefore can Provide Services in Over 240 Languages",1,,Any survivor of Intimate Partner Violence,Brooklyn,987687,192183,http://dvp.urbanjustice.org
Urban Justice Center,Brooklyn District Attorney's Office ,"350 Jay Street, 14th Floor","Brooklyn, NY 11201",718-875-5062,,1,1,1,1,1,,,,,,1,1,1,,,1,,1,,,,1,1,1,Any survivor of Intimate Partner Violence irrespective of any status,Monday - Friday: 9 am - 5 pm,,1,1,,,1,,,,,1,,,"German, Farsi<br>
The Domestic Violence Project Has Access to Language Line and Therefore can Provide Services in Over 240 Languages",1,,Any survivor of Intimate Partner Violence,Brooklyn,987433,192187,http://dvp.urbanjustice.org
Urban Justice Center,Bronx Family Justice Center,"198 E 161st Street, 2nd Floor","Bronx, NY 10451",718-875-5062,,1,1,1,1,1,,,,,,1,1,1,,,1,,1,,,,1,1,1,Any survivor of Intimate Partner Violence irrespective of any status,Monday - Friday: 9 am - 5 pm,,1,1,,,1,,,,,1,,,"German, Farsi<br>
The Domestic Violence Project Has Access to Language Line and Therefore can Provide Services in Over 240 Languages",1,,Any survivor of Intimate Partner Violence,Bronx,1006186,240244,http://dvp.urbanjustice.org
Urban Justice Center,Queens Family Justice Center,126-02 82nd Avenue,"Kew Gardens, NY 11415",718-875-5062,,1,1,1,1,1,,,,,,1,1,1,,,1,,1,,,,1,1,1,Any survivor of Intimate Partner Violence irrespective of any status,Monday - Friday: 9 am - 5 pm,,1,1,,,1,,,,,1,,,"German, Farsi<br>
The Domestic Violence Project Has Access to Language Line and Therefore can Provide Services in Over 240 Languages",1,,Any survivor of Intimate Partner Violence,Queens,1032459,199212,http://dvp.urbanjustice.org
Urban Justice Center,Staten Island Family Justice Center,126 Stuyvesant Place,"Staten Island, NY  10301",718-875-5062,,1,1,1,1,1,,,,,,1,1,1,,,1,,1,,,,1,1,1,Any survivor of Intimate Partner Violence irrespective of any status,Monday - Friday: 9 am - 5 pm,,1,1,,,1,,,,,1,,,"German, Farsi<br>
The Domestic Violence Project Has Access to Language Line and Therefore can Provide Services in Over 240 Languages",1,,Any survivor of Intimate Partner Violence,Staten Island,962818,173610,http://dvp.urbanjustice.org
Urban Justice Center,Manhattan Family Justice Center,"80 Centre Street, 5th Floor","New York, NY 10013",718-875-5062,,1,1,1,1,1,,,,,,1,1,1,,,1,,1,,,,1,1,1,Any survivor of Intimate Partner Violence irrespective of any status,Monday - Friday: 9 am - 5 pm,,1,1,,,1,,,,,1,,,"German, Farsi<br>
The Domestic Violence Project Has Access to Language Line and Therefore can Provide Services in Over 240 Languages",1,,Any survivor of Intimate Partner Violence,Manhattan,983763,199873,http://dvp.urbanjustice.org
Urban Justice Center,Main Office,"40 Rector Street, 9th Floor","New York, NY 10006",718-875-5062,,1,1,1,1,1,,,,,,1,1,1,,,1,,1,,,,1,1,1,Any survivor of Intimate Partner Violence irrespective of any status,Monday - Friday: 9 am - 5 pm,,1,1,,,1,,,,,1,,,"German, Farsi<br>
The Domestic Violence Project Has Access to Language Line and Therefore can Provide Services in Over 240 Languages",1,,Any survivor of Intimate Partner Violence,Manhattan,980186,197449,http://dvp.urbanjustice.org
Urban Resource Institute,Administrative Office,"75 Broad Street, Suite 505 ","New York, NY 10004",636-588-0030,,1,1,1,1,1,1,,,,,1,,1,,,1,1,,,,1,1,1,1,Call to confirm eligibility,Monday - Friday: 9 am - 5 pm,,1,,,,,,,,,,,,,1,,,Manhattan,981134,196012,http://urinyc.org/
Violence Intervention Program,Manhattan Family Justice Center,80 Centre Street,"New York, NY 10013",800-664-5880 ,,1,1,,1,,1,,,,,1,1,1,,,1,1,1,,,,,1,1,,Tuesdays: 9am-5pm,,1,,,,,,,,,,,,,,,Our organization specializes in serving the Latinx commnity,Manhattan,983763,199873,https://www.vipmujeres.org/
Violence Intervention Program,Queens Family Justice Center  ,126-02 82nd Avenue  ,"Kew Gardens, NY 11415",800-664-5880,,1,1,,1,,1,,,,,1,1,1,,,1,1,1,,,,,1,1,,Tuesdays: 9am-5pm,,1,,,,,,,,,,,,,,,Our organization specializes in serving the Latinx commnity,Queens,1032459,199212,https://www.vipmujeres.org/
Voces Latinas,,"37-63C 83rd Street, Suite 1B","Jackson Heights, NY 11372",718-593-4528,,1,1,1,1,1,1,,1,1,1,,1,1,,"HIV Prevention Services, Insurance Navigation, Orders of Protection Assistance",1,,1,1,, ,1,1,1,"Serves victims of intimate partner violence, elder abuse, human trafficking, and victims who are HIV Positive or experiencing  a history of violence 

",Monday - Friday: 10 am - 6 pm,,1,,,,,,,,,,,,,1,,"Latino/a survivors of violence and HIV positive individuals
",Queens,1016715,211812,http://www.voceslatinas.org
"Volunteers of America Greater New York, Inc.",Schwartz Assessment Shelter,65 Charles Gay Loop ,"New York, NY 10035",212-873-2600,,1,,,,,1,,,1,,,1,,,,1,1,,,,1,1,1,1,,Monday - Friday: 9 am - 5 pm,,1,,,,,,,,,,,,,1,DHS Prevention Assistance and Temporary Housing (PATH),,Manhattan,1003776,225496,https://www.voa-gny.org/
"Volunteers of America Greater New York, Inc.",Jamaica Employment Shelter,93-05 168th Street,"Jamaica, NY 11433",212-873-2600,,1,,,,,1,,,1,,,1,,,,1,1,,,,1,1,1,1,,Monday - Friday: 9 am - 5 pm,,1,,,,,,,,,,,,,,DHS Prevention Assistance and Temporary Housing (PATH),,Queens,1042384,196137,https://www.voa-gny.org/
"Volunteers of America Greater New York, Inc.",Cromwell Safe Haven,1365 Cromwell Avenue  ,"Bronx, NY 10452",212-873-2600,,1,,,,,1,,,1,,,1,,,,1,1,,,,1,1,1,1,,Monday - Friday: 9 am - 5 pm,,1,,,,,,,,,,,,,1,DHS Prevention Assistance and Temporary Housing (PATH),Veteran and chronically homeless populations,Bronx,1006304,245476,https://www.voa-gny.org/
"Volunteers of America Greater New York, Inc.",Regent Family Residence,2720 Broadway,"New York, NY 10025",212-873-2600,,1,,,,,1,,,1,,,1,,,,1,1,,,,1,1,1,1,,Monday - Friday: 9 am - 5 pm,,1,,,,,,,,,,,,,1,DHS Prevention Assistance and Temporary Housing (PATH),,Manhattan,993182,230663,https://www.voa-gny.org/
"Volunteers of America Greater New York, Inc.",University Family Residence,1041 University Avenue ,"Bronx, NY 10452",212-873-2600,,1,,,,,1,,,1,,,1,,,,1,1,,,,1,1,1,1,,Monday - Friday: 9 am - 5 pm,,1,,,,,,,,,,,,,1,DHS Prevention Assistance and Temporary Housing (PATH),,Bronx,1003414,243271,https://www.voa-gny.org/
"Volunteers of America Greater New York, Inc.",Lydia E. Hoffman Family Residence,855 E 175th Street,"Bronx, NY 10460",212-873-2600,,1,,,,,1,,,1,,,1,,,,1,1,,,,1,1,1,1,,Monday - Friday: 9 am - 5 pm,,1,,,,,,,,,,,,,1,DHS Prevention Assistance and Temporary Housing (PATH),,Bronx,1014997,245464,https://www.voa-gny.org/
"Volunteers of America Greater New York, Inc.",Bushwick Family Residence,1675 Broadway,"Brooklyn, NY 11207",212-873-2600,,1,,,,,1,,,1,,,1,,,,1,1,,,,1,1,1,1,,Monday - Friday: 9 am - 5 pm,,1,,,,,,,,,,,,,1,DHS Prevention Assistance and Temporary Housing (PATH),,Brooklyn,1008542,188643,https://www.voa-gny.org/
Volunteer Rape Crisis and Domestic Violence Advocate Program,Mount Sinai St. Luke's ,1111 Amsterdam Avenue,"New York, NY 10025",212-636-3375,,,1,,1,,,,1,,,1,,,,,1,1,1,,,,1,1,1,Serves sexual assault and domestic violence victims who are 13 years of age or older,Monday - Friday: 7 pm - 7 am,Saturday-Sunday: 24 hours,,,,,,,,,,,,,,1,,"LGBTQ, formerly incarcerated populations and immigrant communities ",Manhattan,994768,232748,cvtcnyc.org
Volunteer Rape Crisis and Domestic Violence Advocate Program,Mount Sinai West ,1000 10th Avenue,"New York, NY 10019",212-523-6800,,,1,,1,,,,1,,,1,,,,,1,1,1,,,,1,1,1,Serves sexual assault and domestic violence victims who are 13 years of age or older,Monday - Friday: 7 pm - 7 am,Saturday-Sunday: 24 hours,,,,,,,,,,,,,,1,,"LGBTQ, formerly incarcerated populations and immigrant communities ",Manhattan,987680,219960,cvtcnyc.org
Volunteer Rape Crisis and Domestic Violence Advocate Program,Lenox Health Greenwich Village ,32 7th Avenue,"New York, NY 11217",646-665-6000,,,1,,1,,,,1,,,1,,,,,1,1,1,,,,1,1,1,Serves sexual assault and domestic violence victims who are 13 years of age or older,Monday - Friday: 7 pm - 7 am,Saturday-Sunday: 24 hours,,,,,,,,,,,,,,1,,"LGBTQ, formerly incarcerated populations and immigrant communities ",Manhattan,984071,207869,cvtcnyc.org
Womankind,Manhattan Community Office,"9 Mott Street, Suite 200","New York, NY 10013",212-732-0054,,1,1,1,1,1,1,,,,,,1,1,,"Children Services, English as a Second Language (ESL)",1,1,1,,,1,1,1,1,"Serves victims of domestic violence, human trafficking, sexual violence and elder abuse","<ul style=""list-style-type:none"">
  <li>Tuesday: 9 am - 5 pm</li>
  <li>Thursday - Friday: 9am-5pm </li>
</ul>",,,,1,1,,,,,,,,,Japanese,,,Our organization specializes in serving Asian survivors of Gender Based - Violence,Manhattan,984538,199383,https://www.iamwomankind.org/
Womankind,Brooklyn Community Office,504 62nd Street,"Brooklyn, NY 11220",212-732-0054,,1,1,1,1,1,1,,,,,,1,1,,"Children Services, English as a Second Language (ESL)",1,1,1,,,1,1,1,1,"Serves victims of domestic violence, human trafficking, sexual violence and elder abuse","<ul style=""list-style-type:none"">
  <li>Monday: 9 am - 7 pm</li>
  <li>Thursday - Friday: 9am-5pm </li>
</ul>",,,,1,1,,,,,,,1,,"Vietnamese; Punjabi; Hindi, Wenzhounese",,,Our organization specializes in serving Asian survivors of Gender Based - Violence,Brooklyn,979479,171755,https://www.iamwomankind.org/
Womankind,Queens Community Office,"86-26 Broadway, 2nd Floor","Elmhurst, NY 11373",212-732-0054,,1,1,1,1,1,1,,,,,,1,1,,"Children Services, English as a Second Language (ESL)",1,1,1,,,1,1,1,1,"Serves victims of domestic violence, human trafficking, sexual violence and elder abuse",Monday - Friday: 9am-7pm,Saturday-Sunday: 9am-5pm,1,,1,1,,,,1,,,1,,"Singhalese, Nepali, Tibetan, Hindi, Toishanese, Japanese",,,Our organization specializes in serving Asian survivors of Gender Based - Violence,Queens,1018198,208113,https://www.iamwomankind.org/
YWCA Brooklyn,YWCA Brooklyn,30 Third Avenue,"Brooklyn, NY 11217",718-875-1190,,1,1,,1,,,1,,,,,,1,,,,,,,,,,1,,,Monday - Friday: 9 am - 6 pm,,,,,,,,,,,,,,,1,,,Brooklyn,989595,189111,http://www.ywcabklyn.org/
